,Recipe_name,Recipe_ingredients,Recipe_instructions,Recipe_img_link
35,Best Lemonade Ever,"['1\u2009¾ cups white sugar', '8 cups water', '1\u2009½ cups lemon juice']","['In a small saucepan, combine sugar and 1 cup water.  Bring to boil and stir to dissolve sugar. Allow to cool to room temperature, then cover and refrigerate until chilled.', 'Remove seeds from lemon juice, but leave pulp. In pitcher, stir together chilled syrup, lemon juice and remaining 7 cups water.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2503282.jpg
36,Classic Macaroni Salad,"['4 cups uncooked elbow macaroni', '1 cup mayonnaise', '¼ cup distilled white vinegar', '⅔ cup white sugar', '2\u2009½ tablespoons prepared yellow mustard', '1\u2009½ teaspoons salt', '½ teaspoon ground black pepper', '1 large onion, chopped', '2 stalks celery, chopped', '1  green bell pepper, seeded and chopped', '¼ cup grated carrot', '2 tablespoons chopped pimento peppers']","['Bring a large pot of lightly salted water to a boil. Add the macaroni, and cook until tender, about 8 minutes. Rinse under cold water and drain.', 'In a large bowl, mix together the mayonnaise, vinegar, sugar, mustard, salt and pepper. Stir in the onion, celery, green pepper, carrot, pimentos and macaroni. Refrigerate for at least 4 hours before serving, but preferably overnight.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F878056.jpg
37,Pickled Beets,"['10 pounds fresh small beets, stems removed', '2 cups white sugar', '1 tablespoon pickling salt', '1 quart white vinegar', '¼ cup whole cloves']","['Place beets in a large stockpot with water to cover. Bring to a boil, and cook until tender, about 15 minutes depending on the size of the beets. If beets are large, cut them into quarters. Drain, reserving 2 cups of the beet water, cool and peel.', 'Sterilize jars and lids by immersing in boiling water for at least 10 minutes. Fill each jar with beets and add several whole cloves to each jar.', 'In a large saucepan, combine the sugar, beet water, vinegar, and pickling salt. Bring to a rapid boil. Pour the hot brine over the beets in the jars, and seal lids.', 'Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil over high heat, then carefully lower the jars into the pot using a holder. Leave a 2 inch space between the jars. Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars. Bring the water to a full boil, cover the pot, and process for 10 minutes.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1341511.jpg
38,Peach Pie the Old Fashioned Two Crust Way,"['1 (15 ounce) package pastry for a 9 inch double crust pie', '1  egg, beaten', '5 cups sliced peeled peaches', '2 tablespoons lemon juice', '½ cup all-purpose flour', '1 cup white sugar', '½ teaspoon ground cinnamon', '¼ teaspoon ground nutmeg', '¼ teaspoon salt', '2 tablespoons butter']","['Preheat the oven to 450 degrees F (220 degrees C).', 'Line the bottom and sides of a 9 inch pie plate with one of the pie crusts. Brush with some of the beaten egg to keep the dough from becoming soggy later.', 'Place the sliced peaches in a large bowl, and sprinkle with lemon juice. Mix gently. In a separate bowl, mix together the flour, sugar, cinnamon, nutmeg and salt. Pour over the peaches, and mix gently. Pour into the pie crust, and dot with butter. Cover with the other pie crust, and fold the edges under. Flute the edges to seal or press the edges with the tines of a fork dipped in egg. Brush the remaining egg over the top crust. Cut several slits in the top crust to vent steam.', 'Bake for 10 minutes in the preheated oven, then reduce the heat to 350 degrees F (175 degrees C) and bake for an additional 30 to 35 minutes, until the crust is brown and the juice begins to bubble through the vents. If the edges brown to fast, cover them with strips of aluminum foil about halfway through baking. Cool before serving. This tastes better warm than hot.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F264202.jpg
39,Old Fashioned Potato Salad,"['5 medium (2-1/4"" to 3"" dia, raw)s potatoes', '3  large eggs eggs', '1 cup chopped celery', '½ cup chopped onion', '½ cup sweet pickle relish', '¼ teaspoon garlic salt', '¼ teaspoon celery salt', '1 tablespoon prepared mustard', 'ground black pepper to taste', '¼ cup mayonnaise']","['Bring a large pot of salted water to a boil.  Add potatoes and cook until tender but still firm, about 15 minutes. Drain, cool, peel and chop.', 'Place eggs in a saucepan and cover with cold water. Bring water to a boil; cover, remove from heat, and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop.', 'In a large bowl, combine the potatoes, eggs, celery, onion, relish, garlic salt, celery salt, mustard, pepper and mayonnaise. Mix together well and refrigerate until chilled.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F829508.jpg
40,Chicken Pot Pie IX,"['1 pound skinless, boneless chicken breast halves - cubed', '1 cup sliced carrots', '1 cup frozen green peas', '½ cup sliced celery', '⅓ cup butter', '⅓ cup chopped onion', '⅓ cup all-purpose flour', '½ teaspoon salt', '¼ teaspoon black pepper', '¼ teaspoon celery seed', '1\u2009¾ cups chicken broth', '⅔ cup milk', '2 (9 inch)  unbaked pie crusts']","['Preheat oven to 425 degrees F (220 degrees C.)', 'In a saucepan, combine chicken, carrots, peas, and celery. Add water to cover and boil for 15 minutes. Remove from heat, drain and set aside.', 'In the saucepan over medium heat, cook onions in butter until soft and translucent. Stir in flour, salt, pepper, and celery seed. Slowly stir in chicken broth and milk. Simmer over medium-low heat until thick. Remove from heat and set aside.', 'Place the chicken mixture in bottom pie crust. Pour hot liquid mixture over. Cover with top crust, seal edges, and cut away excess dough. Make several small slits in the top to allow steam to escape.', 'Bake in the preheated oven for 30 to 35 minutes, or until pastry is golden brown and filling is bubbly. Cool for 10 minutes before serving.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4535759.jpg
41,Refrigerator Dill Pickles,"['3\u2009½ cups water', '1\u2009¼ cups white vinegar', '1 tablespoon sugar', '1 tablespoon sea salt', '4 cups cucumber spears', '2 cloves garlic, whole', '2 heads fresh dill']","['Stir water, vinegar, sugar, and sea salt together in a saucepan over high heat. Bring to a boil; remove from heat and cool completely.', 'Combine cucumber spears, garlic cloves, and fresh dill in a large glass or plastic container. Pour cooled vinegar mixture over cucumber mixture. Seal container with lid and refrigerate for at least 3 days.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5783322.jpg
42,Spaghetti Sauce with Ground Beef,"['1 pound ground beef', '1  onion, chopped', '4 cloves garlic, minced', '1 small green bell pepper, diced', '1 (28 ounce) can diced tomatoes', '1 (16 ounce) can tomato sauce', '1 (6 ounce) can tomato paste', '2 teaspoons dried oregano', '2 teaspoons dried basil', '1 teaspoon salt', '½ teaspoon black pepper']","['Combine ground beef, onion, garlic, and green pepper in a large saucepan.  Cook and stir until meat is brown and vegetables are tender. Drain grease.', 'Stir diced tomatoes, tomato sauce, and tomato paste into the pan. Season with oregano, basil, salt, and pepper. Simmer spaghetti sauce for 1 hour, stirring occasionally.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F667748.jpg
43,Tatertot Casserole,"['1 pound ground beef', '1 pinch salt and ground black pepper to taste', '1 (10.75 ounce) can  condensed cream of mushroom soup', '2 cups shredded Cheddar cheese', '1 (16 ounce) package frozen tater tots']","['Preheat oven to 350 degrees F (175 degrees C).', 'Cook and stir ground beef in a large skillet over medium heat until no longer pink and completely browned, 7 to 10 minutes; season with salt and black pepper. Stir cream of mushroom soup into the cooked ground beef; pour the mixture into a 9x13-inch baking dish. Layer tater tots evenly over the ground beef mixture; top with Cheddar cheese.', 'Bake until tater tots are golden brown and hot, 30 to 45 minutes.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4482008.jpg
44,Hamburger Steak with Onions and Gravy,"['1 pound ground beef', '1  egg', '¼ cup bread crumbs', '⅛ teaspoon ground black pepper', '½ teaspoon seasoned salt', '½ teaspoon onion powder', '½ teaspoon garlic powder', '1 teaspoon Worcestershire sauce', '1 tablespoon vegetable oil', '1 cup thinly sliced onion', '2 tablespoons all-purpose flour', '1 cup beef broth', '1 tablespoon cooking sherry', '½ teaspoon seasoned salt']","['In a large bowl, mix together the ground beef, egg, bread crumbs, pepper, salt, onion powder, garlic powder, and Worcestershire sauce. Form into 8 balls, and flatten into patties.', 'Heat the oil in a large skillet over medium heat. Fry the patties and onion in the oil until patties are nicely browned, about 4 minutes per side. Remove the beef patties to a plate, and keep warm.', 'Sprinkle flour over the onions and drippings in the skillet. Stir in flour with a fork, scraping bits of beef off of the bottom as you stir. Gradually mix in the beef broth and sherry. Season with seasoned salt. Simmer and stir over medium-low heat for about 5 minutes, until the gravy thickens. Turn heat to low, return patties to the gravy, cover, and simmer for another 15 minutes.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5938981.jpg
45,Gourmet Mushroom Risotto,"['6 cups chicken broth, divided', '3 tablespoons olive oil, divided', '1 pound portobello mushrooms, thinly sliced', '1 pound white mushrooms, thinly sliced', '2 eaches shallots, diced', '1\u2009½ cups Arborio rice', '½ cup dry white wine', '⅛ teaspoon sea salt to taste', '1 pinch freshly ground black pepper to taste', '3 tablespoons finely chopped chives', '4 tablespoons butter', '⅓ cup freshly grated Parmesan cheese']","['In a saucepan, warm the broth over low heat.', 'Warm 2 tablespoons olive oil in a large saucepan over medium-high heat. Stir in the mushrooms, and cook until soft, about 3 minutes. Remove mushrooms and their liquid, and set aside.', 'Add 1 tablespoon olive oil to skillet,  and stir in the shallots. Cook 1 minute. Add rice, stirring to coat with oil, about 2 minutes. When the rice has taken on a pale, golden color, pour in wine, stirring constantly until the wine is fully absorbed. Add 1/2 cup broth to the rice, and stir until the broth is absorbed. Continue adding broth 1/2 cup at a time, stirring continuously, until the liquid is absorbed and the rice is al dente, about 15 to 20 minutes.', 'Remove from heat, and stir in mushrooms with their liquid, butter, chives, and parmesan. Season with salt and pepper to taste.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F246711.jpg
46,Tres Leches (Milk Cake),"['1\u2009½ cups all-purpose flour', '1 teaspoon baking powder', '½ cup unsalted butter', '1 cup white sugar', '5  large eggs eggs', '½ teaspoon vanilla extract', '2 cups whole milk', '1 (14 ounce) can sweetened condensed milk', '1 (12 fluid ounce) can evaporated milk', '1\u2009½ cups heavy whipping cream', '1 cup white sugar', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour one 9x13 inch baking pan.', 'Sift flour and baking powder together and set aside.', 'Cream butter or margarine and the 1 cup sugar together until fluffy. Add eggs and the 1/2 teaspoon vanilla extract; beat well.', 'Add the flour mixture to the butter mixture 2 tablespoons at a time; mix until well blended. Pour batter into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 30 minutes. Pierce cake several times with a fork.', 'Combine the whole milk, condensed milk, and evaporated milk together. Pour over the top of the cooled cake.', 'Whip whipping cream, the remaining 1 cup of the sugar, and the remaining 1 teaspoon vanilla together until thick. Spread over the top of cake. Be sure and keep cake refrigerated, enjoy!']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F384988.jpg
47,The Best Canning Salsa,"['30 eaches tomatoes, peeled and chopped', '10 cups chopped onions', '2 cups vinegar', '2 (8 ounce) cans tomato paste', '2 eaches green bell peppers, chopped', '2 eaches red bell peppers, chopped', '4 medium (4-1/2"" long)s banana peppers, chopped', '½ cup white sugar, or more to taste', '10 cloves garlic, chopped', '8 teaspoons pickling salt', '2 teaspoons ground black pepper', '½ bunch fresh cilantro, chopped', '17 eaches (1 pint) canning jars with lids and rings']","['Combine tomatoes, onions, vinegar, tomato paste, green bell peppers, red bell peppers, banana peppers, sugar, garlic, pickling salt, and black pepper in a large stockpot; bring to a boil, reduce heat to medium-low, and simmer for 30 minutes. Mix cilantro into salsa.', 'Sterilize the jars and lids in boiling water for at least 5 minutes. Pack salsa into hot, sterilized jars, filling to within 1/4 inch of the top. Run a knife or thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids and screw on rings.', 'Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the pot, and process for 35 minutes.', 'Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area.']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3881711.jpg
